,obsid,obsdate,ra,dec,subclass,mag5,z,z_err,rv,rv_err,logg,logg_err,teff,teff_err,feh,feh_err
43130,664209017,17/05/2018,235.526655,24.789487,F7,-999,3.45E-05,9.34E-06,10.35,2.8,4.111,0.019,6174.98,15.4,-0.105,0.009
64327,66905182,13/10/2012,318.917351,-3.725012,G8,-999,0.000112978,1.42E-05,33.87,4.26,4.752,0.074,5299.72,46.86,-0.065,0.049
94254,419114084,03/02/2016,167.110017,0.856252,G2,-999,-0.000113345,3.06E-05,-33.98,9.17,3.769,0.168,5527.98,105.29,-0.575,0.111
9325,253714063,14/10/2014,80.980795,48.5046092,G5,14.43780041,-0.00011455,7.08E-06,,,,,,,,
82754,448206094,28/03/2016,160.871039,20.91001,F5,15.14249992,0.00053664,5.95E-06,,,,,,,,
10828,371901207,16/10/2015,80.924845,18.12517,A2,-999,2.41E-05,0.00021607,,,,,,,,
80526,797312244,30/01/2020,60.1067764,23.0068483,F6,-999,-0.000154407,1.49E-05,-46.29,4.46,4.236,0.036,6296.66,26.98,-0.022,0.02
2046,730414094,28/02/2019,230.674402,17.338749,F2,-999,-0.000212247,9.07E-06,-63.63,2.72,0.946,0.018,4522.92,14.93,-2.19,0.008
38050,110805020,24/01/2013,83.629401,55.757935,G5,-999,0.000133426,1.25E-05,40,3.76,1.713,0.042,4447.49,31.12,-0.401,0.03
1581,660107206,11/04/2018,225.0250753,30.0004469,dM1,16.34469986,-0.00016101,8.57E-06,,,4.567,0.14,3640.06,73.71,,
45180,806607005,28/02/2020,101.5219093,21.4859872,A7,13.57820034,-6.55E-05,3.68E-05,,,,,,,,
34002,273910140,01/12/2014,61.6536484,42.0783923,A5,-999,2.92E-05,1.49E-05,8.75,4.46,3.948,0.047,8006.18,33.45,-0.037,0.029
57510,309310154,31/01/2015,110.2997986,45.1103733,F5,-999,-0.000137262,1.10E-05,-41.15,3.3,4.153,0.027,6312.77,20.21,-0.353,0.015
100672,204011065,05/01/2014,92.035484,25.451897,F0,15.11200047,0.000149337,1.76E-05,44.77,5.29,3.921,0.055,7634.65,40.23,0.081,0.038
10892,592804220,15/10/2017,65.103728,67.602067,F0,-999,-0.000119916,2.39E-05,-35.95,7.16,4.142,0.193,6677.71,114.94,-0.357,0.126
41067,546014229,28/02/2017,118.5277525,17.0315047,G2,12.58139992,-2.33E-06,1.01E-05,-0.7,3.03,4.293,0.022,5978.13,17.12,-0.136,0.011
58168,11504165,07/12/2011,106.51452,28.173215,K7,-999,-9.23E-06,1.39E-05,,,,,,,,
9955,495307007,15/12/2016,57.103487,44.258856,F9,18.92029953,0.00037146,6.90E-05,,,,,,,,
46495,157212101,14/09/2013,297.892213,49.996544,G1,-999,-7.35E-05,9.09E-06,,,,,,,,
63985,556903017,18/03/2017,214.801872,28.992051,G9,-999,-5.58E-05,4.37E-05,-16.73,13.1,2.919,0.135,4771.61,96.39,-0.583,0.08
82104,354205142,14/09/2015,290.903658,46.176183,K1,-999,-0.000102905,2.11E-05,-30.85,6.32,4.652,0.087,5114.21,58.92,0.024,0.06
62786,77116094,07/11/2012,115.60898,28.664857,G0,14.33850002,-6.90E-05,2.08E-05,-20.7,6.23,4.43,0.093,6043.41,61.41,-0.143,0.063
68652,174413235,05/11/2013,114.27916,35.748376,G4,18.8798008,4.39E-05,2.33E-05,13.15,6.98,4.503,0.158,5584.43,95.77,-0.341,0.103
91418,273615176,01/12/2014,115.51062,34.972519,G3,14.34329987,-0.000217484,1.20E-05,-65.2,3.59,4.315,0.037,5735,26.35,-0.276,0.022
73375,363009007,02/10/2015,342.596264,17.403488,F8,13.07979965,-1.03E-05,1.38E-05,-3.1,4.15,4.23,0.036,6193.67,26.69,0.076,0.02
98385,354708223,16/09/2015,25.993804,33.760015,K1,14.77449989,-2.75E-05,2.13E-05,-8.25,6.39,4.623,0.1,5258.51,65.22,0.171,0.067
60315,814515121,28/03/2020,226.8463645,55.454564,dM1,19.52490044,-0.00027362,1.66E-05,,,4.873,0.19,3662.12,93.75,,
39289,714305162,10/01/2019,185.223608,23.949391,dM1,-999,1.05E-05,7.03E-06,,,4.772,0.19,3726.8,91.35,,
80178,593303057,19/10/2017,14.369787,35.539227,dM0,-999,-6.54E-05,9.93E-06,,,5.162,0.15,3919.25,78.3,,
58826,537012046,14/02/2017,187.2395673,50.2614999,F7,-999,-9.11E-06,1.80E-05,-2.73,5.41,4.229,0.077,6123.99,51.6,-0.323,0.052
25340,759005178,29/10/2019,339.6472473,21.1949867,dM3,17.62619972,7.56E-05,7.66E-05,,,5.174,0.36,3607.18,182.35,,
36598,805312069,22/02/2020,184.923972,-1.500634,K7,15.32050037,4.39E-05,1.19E-05,,,,,,,,
23161,197905019,24/12/2013,61.428598,32.822909,K3,-999,-9.50E-05,4.38E-05,,,,,,,,
43273,125603081,21/02/2013,155.1600667,10.2637581,F2,-999,0.00036999,8.88E-06,,,,,,,,
39021,158216106,24/09/2013,321.168253,17.869099,F7,14.80060005,6.17E-05,1.15E-05,18.5,3.46,4.208,0.037,6210.78,25.94,-0.199,0.022
57422,315804188,09/02/2015,61.381037,34.468619,G9,18.79290009,-0.00014907,1.90E-05,-44.69,5.7,4.275,0.121,5249.1,74.01,-0.037,0.079
97615,369401222,12/10/2015,325.9467504,5.056902,G7,-999,2.90E-05,8.30E-06,,,,,,,,
52474,28705038,12/01/2012,60.889226,45.906457,F8,12.03890038,-0.000109042,1.24E-05,-32.69,3.72,4.163,0.038,6131.68,27.16,-0.029,0.022
46423,532112112,07/02/2017,196.3943953,18.9113968,F4,13.33349991,0.000159277,1.61E-05,47.75,4.82,4.295,0.051,6334.41,36.05,-0.416,0.031
74902,167815173,21/10/2013,325.065979,20.987291,K5,14.44839954,-4.39E-05,2.65E-05,,,,,,,,
6852,759709143,30/10/2019,102.1068105,23.6487683,G5,-999,0.00018326,1.96E-05,54.94,5.88,2.426,0.051,4855.82,37.74,-0.318,0.029
78568,278802191,11/12/2014,14.85383,46.09538,K1,-999,-0.000315485,1.19E-05,-94.58,3.58,2.874,0.038,4836.75,26.34,-0.345,0.023
100051,389709012,16/12/2015,20.480159,32.097664,K5,19.45400047,-0.00061486,6.03E-05,,,,,,,,
54132,176809122,12/11/2013,36.593047,39.137787,G5,-999,-0.000105073,1.50E-05,-31.5,4.49,3.348,0.099,4633.47,60.19,0.249,0.065
1431,503406240,13/10/2016,332.792374,48.735715,K1,15.18459988,-4.30E-05,1.09E-05,-12.88,3.27,4.588,0.061,5050.66,38.02,-0.064,0.04
30148,804512198,19/02/2020,225.6829478,7.2086756,G5,13.33810043,-8.11E-06,1.32E-05,-2.43,3.95,3.023,0.042,4775.84,29.23,-0.132,0.025
85933,362115070,25/09/2015,285.85461,44.72311,F4,17.40699959,-2.34E-05,1.11E-05,-7.03,3.34,4.1,0.029,6462.62,21.54,-0.225,0.017
76859,4206133,12/11/2011,139.3110936,30.641085,G8,13.04959965,0.000238765,1.94E-05,71.58,5.81,2.788,0.111,4867.36,68.86,-0.499,0.073
76483,78511125,14/11/2012,98.780799,35.109705,G7,-999,9.94E-05,1.67E-05,29.81,5,4.234,0.127,5326.57,75.82,-0.211,0.083
81083,101808089,03/01/2013,141.6511,2.761223,K1,-999,1.22E-05,1.08E-05,3.65,3.23,4.688,0.033,5023.86,24.08,0.07,0.022
47997,226706006,20/03/2014,116.35561,32.300815,F7,16.02890015,2.74E-05,1.58E-05,8.2,4.75,4.19,0.05,6096.85,34.97,-0.185,0.03
79951,123706053,19/02/2013,144.192658,56.401317,G6,-999,-8.03E-05,4.72E-06,,,,,,,,
86874,223708021,09/03/2014,141.54672,6.989395,F7,19.57320023,-3.31E-05,7.59E-06,,,,,,,,
61400,581812243,15/06/2017,288.418908,46.331064,G5,17.38979912,-0.000128722,1.42E-05,-38.59,4.26,3.19,0.045,4686.22,31.82,0.071,0.027
79667,107002138,15/01/2013,57.692659,1.33188,G8,-999,-1.81E-05,1.72E-05,-5.43,5.16,4.239,0.069,5482.91,47.34,0.259,0.048
29963,474107008,01/11/2016,329.8487465,8.211255,G8,-999,-0.00016805,5.44E-06,,,,,,,,
19901,372405062,17/10/2015,81.532459,15.12795,G7,-999,-7.28E-05,6.84E-05,,,,,,,,
27192,584116249,02/04/2017,213.1953128,35.2314871,K5,-999,-0.00013196,9.28E-06,,,,,,,,
99861,236108094,27/04/2014,220.7442681,33.4638857,K1,-999,-0.00014961,1.22E-05,,,,,,,,
92115,397710075,30/12/2015,110.37075,14.50605,G2,-999,7.22E-05,1.67E-05,,,,,,,,
18871,204801013,09/01/2014,94.524808,32.711472,G7,-999,-0.000338668,1.81E-05,-101.53,5.44,4.519,0.037,5214.03,29.92,-0.206,0.018
62449,4008203,12/11/2011,351.460463,24.664898,G3,17.35849953,-0.000375727,2.12E-05,-112.64,6.36,4.5,0.147,5547.6,88.86,-0.46,0.096
89409,166005073,17/10/2013,65.415816,33.364258,F6,12.93159962,7.87E-05,1.12E-05,23.59,3.37,3.87,0.023,6349.2,18.51,0.146,0.011
39874,203705016,03/01/2014,92.867003,12.301794,G5,-999,0.000231927,9.07E-06,69.53,2.72,1.719,0.062,4488.88,37.49,-0.52,0.04
73110,678608218,07/10/2018,46.636232,46.467609,dM2,-999,-4.43E-05,1.75E-05,,,5.255,0.26,3618.83,114.55,,
23762,756307039,23/10/2019,343.27654,-2.3021305,K5,20.13850021,-8.11E-05,1.37E-05,-24.31,4.12,4.738,0.103,4415.14,61.45,-0.303,0.067
41020,742301133,30/04/2019,222.8027447,11.1329492,K1,16.71190071,-3.45E-05,3.14E-05,,,,,,,,
16765,402814133,08/01/2016,72.11762,15.89771,F6,16.11520004,0.000206543,1.86E-05,61.92,5.59,4.052,0.087,6120.85,56.56,-0.377,0.058
26419,234608001,12/04/2014,271.898789,23.303398,F8,-999,-2.61E-05,1.71E-05,-7.82,5.14,4.353,0.054,6152.53,37.57,-0.03,0.033
46175,806212193,26/02/2020,163.7894285,12.1174532,G8,-999,0.00018078,2.24E-05,,,,,,,,
39718,1607038,28/10/2011,11.780177,39.063566,F0,13.95740032,-0.000238498,1.62E-05,-71.5,4.87,4.033,0.052,6956.53,36.35,0.063,0.031
22351,409801128,19/01/2016,89.2477836,39.5234147,G0,-999,-0.000147335,1.31E-05,-44.17,3.92,4.041,0.031,6064.25,23.3,0.028,0.017
83861,210210246,21/01/2014,176.289592,46.118867,G7,13.90180016,-0.000103905,1.18E-05,-31.15,3.54,4.506,0.037,5493.52,26.31,0.074,0.022
58415,632210013,18/01/2018,33.771483,33.679421,F5,-999,-0.000161045,1.21E-05,-48.28,3.63,4.227,0.035,6391.96,25.21,-0.424,0.02
101299,564003217,18/04/2017,209.303989,40.819027,G0,16.08419991,0.00021296,1.06E-05,,,,,,,,
21050,142015154,09/04/2013,206.921418,6.861097,K1,13.13070011,1.44E-05,1.37E-05,4.33,4.12,4.638,0.044,4960.68,30.92,0.106,0.026
78374,497607206,18/12/2016,99.220015,54.298699,K7,15.35109997,-0.00020394,6.86E-06,,,,,,,,
20063,169206249,24/10/2013,68.365473,52.866028,G8,12.17010021,5.96E-05,1.40E-05,17.88,4.21,3.464,0.037,5111.67,27.38,-0.407,0.021
79823,575403187,31/05/2017,213.377621,39.726076,F5,19.83499908,-0.00023226,5.95E-06,,,,,,,,
74143,294109075,08/01/2015,187.263637,44.144509,F9,-999,-4.48E-05,1.36E-05,-13.44,4.07,4.287,0.042,5992.11,32.32,-0.157,0.031
75874,567903047,30/04/2017,251.2386927,26.1457439,G8,-999,-0.000107808,3.64E-05,-32.32,10.9,4.199,0.313,4683.78,185.67,-0.542,0.204
2357,318508129,13/02/2015,97.44775,16.431792,G5,15.44509983,2.65E-05,5.85E-06,,,,,,,,
31384,641805221,05/02/2018,80.412922,-2.223429,F5,-999,0.00010848,0.00011691,,,,,,,,
36167,402012080,07/01/2016,61.5445342,7.6005751,F2,17.02529907,-0.000159844,1.70E-05,-47.92,5.09,3.838,0.15,5713.63,88.75,-0.772,0.098
12960,572004233,14/05/2017,281.7448592,44.0112439,G2,-999,-6.66E-05,8.94E-06,-19.98,2.68,4.274,0.018,5935.09,14.72,0.09,0.008
34648,174203233,05/11/2013,43.200654,32.128651,G7,-999,-5.19E-05,2.65E-05,-15.55,7.95,4.309,0.184,5429.12,111.03,-0.249,0.12
77018,121309002,15/02/2013,121.47303,15.018133,G0,-999,-1.68E-05,9.41E-06,-5.05,2.82,4.199,0.028,5940.43,20.4,-0.337,0.017
89270,25501028,03/01/2012,62.214603,43.403176,F6,17.52339935,-1.50E-05,2.18E-05,,,,,,,,
5814,188201178,06/12/2013,148.1448081,31.3513221,A1,19.20009995,-3.20E-05,4.68E-06,,,,,,,,
86552,732014084,03/03/2019,88.2770997,28.54422,gM3,-999,3.37E-05,5.42E-06,,,2.8,0.2,3498.91,83.54,,
74126,171705249,29/10/2013,88.023838,21.384993,F0,-999,1.32E-05,1.65E-05,3.95,4.94,3.996,0.052,7434.5,35.88,0.285,0.032
77567,55604126,29/09/2012,10.438986,27.13939,F9,-999,-4.24E-06,1.72E-05,-1.27,5.16,4.384,0.07,6027.81,47.92,-0.063,0.048
34652,806602129,28/02/2020,99.32598,21.6957619,F9,-999,4.56E-05,1.48E-05,13.68,4.45,2.609,0.047,5128.74,33.24,-0.517,0.028
57644,435107220,05/03/2016,139.3522195,1.8937778,G8,17.09339905,0.00021505,0.00013581,,,,,,,,
71478,118109195,04/02/2013,47.482863,25.820125,G2,-999,-0.00011077,2.22E-05,,,,,,,,
20445,93310026,22/12/2012,120.54953,-3.766548,F0,15.94460011,8.04E-06,3.91E-05,2.41,11.71,3.996,0.206,6522.4,130.42,-0.442,0.137
22532,371202176,15/10/2015,24.0168385,4.1800341,A7,-999,-0.000304344,3.12E-05,-91.24,9.34,4.153,0.22,6564.15,132.42,-0.685,0.143
62387,603616243,20/11/2017,15.773534,49.209235,A9,-999,-0.00027168,0.00016345,,,,,,,,
50807,319409221,16/02/2015,76.075918,39.960476,A1,15.76760006,5.75E-05,1.79E-05,17.24,5.37,3.976,0.055,10215.4,41.75,-0.329,0.04
22165,134904117,13/03/2013,206.3582085,22.4581219,G8,16.73360062,7.86E-05,2.73E-05,23.55,8.18,4.497,0.231,5064.65,137.36,-0.66,0.151
42954,192602200,15/12/2013,135.02611,0.215715,G2,13.48630047,-1.15E-05,9.87E-06,-3.46,2.96,4.339,0.031,5945.65,22.04,0.049,0.019
7520,592408162,13/10/2017,321.28322,13.146033,A7,15.96290016,-0.000205142,2.66E-05,-61.5,7.98,4.217,0.084,7388.25,64.03,-0.393,0.062
7340,182801059,23/11/2013,64.28951,20.024088,F9,-999,-0.000116848,1.72E-05,-35.03,5.15,4.02,0.104,5671.67,63.79,0.236,0.068
68158,504804086,31/12/2016,110.81207,44.769986,K5,-999,-5.21E-05,1.73E-05,-15.61,5.19,4.519,0.13,4186.48,78.07,-0.314,0.085
11708,319001194,14/02/2015,102.22925,19.916926,F0,17.06669998,6.89E-06,2.27E-05,,,,,,,,
36120,39812029,10/02/2012,216.913293,4.186144,F5,-999,9.37E-06,2.21E-05,,,,,,,,
3640,584305170,06/04/2017,118.1881372,41.1099108,F0,-999,6.88E-05,2.77E-06,20.64,0.83,3.854,0.02,6973.97,12.01,-0.025,0.013
32013,441511084,19/03/2016,220.900681,-0.875584,G3,-999,-0.000119183,1.08E-05,-35.73,3.25,3.97,0.022,5894.94,17.85,0.079,0.011
62947,268605241,19/11/2014,17.456769,43.213739,G4,-999,5.50E-05,1.21E-05,16.48,3.63,4.549,0.039,5503.41,27.2,-0.199,0.023
91532,503816186,29/12/2016,131.722062,9.473875,K0,15.5223999,6.51E-05,2.15E-05,19.52,6.44,4.597,0.084,4894.62,58.24,0.11,0.058
71179,334315088,18/03/2015,113.865,42.331584,G8,-999,-6.29E-05,2.34E-05,-18.86,7.01,4.667,0.139,5171.42,85.89,-0.432,0.091
26144,686902042,02/11/2018,81.731198,46.140467,G8,17.99099922,-0.000177656,1.57E-05,-53.26,4.71,3.539,0.049,5107.63,34.4,-0.189,0.03
38655,299304007,18/01/2015,41.663095,22.767054,F9,13.46380043,-2.88E-05,1.63E-05,-8.64,4.89,4.08,0.05,6027.4,38.36,-0.043,0.037
26825,157001143,14/09/2013,339.156024,9.912975,G8,-999,-0.000447743,1.58E-05,-134.23,4.73,3.821,0.049,5091.4,34.8,-0.414,0.032
98953,421710172,08/02/2016,67.395096,36.119092,G0,14.12370014,5.07E-05,5.87E-06,15.2,1.76,4.003,0.048,5923.39,28.51,0.294,0.031
33078,368711240,11/10/2015,332.5542197,7.8856706,K3,-999,-8.87E-05,1.33E-05,,,,,,,,
73937,418005170,31/01/2016,223.200002,45.877461,G3,14.77939987,-0.000284597,1.46E-05,-85.32,4.39,4.261,0.047,5582.69,32.65,-0.359,0.028
59072,795205201,24/01/2020,190.391864,-4.27619,K5,-999,4.47E-06,1.54E-05,1.34,4.62,4.608,0.049,4542.73,34.13,-0.472,0.03
38564,232008045,03/04/2014,214.816399,23.607892,K7,15.97819996,-0.000323524,1.54E-05,-96.99,4.62,4.704,0.095,4150.14,58.07,-0.654,0.062
75442,259806008,04/11/2014,82.7560803,-3.3901439,gM6,-999,8.81E-05,2.23E-05,,,2,0.42,3049.28,109.78,,
7240,791915178,18/01/2020,131.5794133,12.9085695,G2,-999,-4.27E-05,1.97E-05,-12.81,5.92,4.182,0.056,5758.29,40.42,-0.601,0.032
45125,781214246,27/12/2019,134.8977695,7.8828592,G4,-999,6.86E-05,1.95E-05,,,,,,,,
21877,334705237,18/03/2015,261.8828572,45.1612344,K0,18.27639961,-0.00012552,1.76E-05,-37.63,5.29,4.547,0.057,5067.19,43.15,0.024,0.042
63480,119801249,10/02/2013,110.08538,22.80885,G3,14.16059971,-4.93E-05,2.27E-05,-14.79,6.81,4.055,0.122,5704.09,76.77,-0.082,0.081
18608,455904058,23/04/2016,283.718463,28.220706,K5,13.2869997,-8.68E-05,1.49E-05,-26.01,4.48,4.735,0.067,4544.18,44.1,-0.359,0.045
52478,260914193,05/11/2014,337.425147,54.815767,A5,-999,-0.000131691,3.29E-05,-39.48,9.86,3.872,0.042,8336.45,25.65,-0.309,0.024
45032,491615040,09/12/2016,13.409726,38.693294,F0,-999,-7.61E-05,8.24E-06,-22.82,2.47,4.072,0.026,6488.74,18.12,-0.401,0.016
74256,457505046,10/05/2016,238.141076,1.078544,G3,-999,6.29E-05,1.62E-05,18.87,4.87,4.286,0.05,5796.55,38.04,-0.233,0.036
77986,370916016,14/10/2015,343.53531,33.193286,F7,-999,-0.000183927,1.08E-05,-55.14,3.24,4.181,0.034,6124.12,23.97,0.032,0.02
65141,115116170,28/01/2013,118.14323,0.8806481,G9,-999,0.000291735,1.64E-05,87.46,4.92,3.593,0.089,5011.49,55.87,-0.239,0.059
68126,603204227,19/11/2017,93.5127504,23.1573996,G5,-999,4.53E-05,2.87E-05,13.58,8.6,3.07,0.089,5177.96,63.45,-0.09,0.058
13967,183311139,24/11/2013,108.99357,24.323907,G7,-999,-0.00017863,2.94E-05,,,,,,,,
70147,396510144,28/12/2015,18.675958,41.98766,G7,16.08569908,-0.000413419,3.56E-05,-123.94,10.66,4.113,0.206,5515.65,127.75,0.429,0.136
47731,16101215,15/12/2011,47.871451,49.751452,F0,-999,-5.75E-05,1.82E-05,-17.25,5.46,4.054,0.093,7196.84,59.4,-0.169,0.062
82048,300602049,19/01/2015,219.344629,25.099471,F9,-999,3.98E-05,1.98E-05,11.92,5.95,4.089,0.067,5972.17,49.35,-0.165,0.048
66737,491411115,09/12/2016,91.931696,2.14828,G5,18.00989914,2.15E-05,9.91E-06,6.45,2.97,2.874,0.042,4941.15,28.11,-0.343,0.029
77765,404810020,11/01/2016,181.062786,31.542223,G8,18.20660019,-0.000121017,1.49E-05,-36.28,4.47,4.598,0.045,5324.78,32.22,0.171,0.026
44926,124114025,20/02/2013,86.281647,42.441669,G2,-999,-0.000158777,9.67E-06,-47.6,2.9,4.004,0.03,5836.18,21.39,0.012,0.018
87331,401903176,06/01/2016,24.473902,43.585614,K5,19.01849937,5.03E-05,1.45E-05,15.07,4.35,4.674,0.046,4465.48,32.61,-0.242,0.028
9205,58710113,03/10/2012,323.4510178,7.0692867,F5,15.09360027,-6.00E-05,2.60E-05,,,,,,,,
2889,401407121,06/01/2016,66.147347,20.322342,K7,15.89449978,-5.34E-07,1.28E-05,-0.16,3.83,4.701,0.111,4319.08,65.62,-0.903,0.072
62625,806006190,25/02/2020,107.5620461,8.3172967,G5,-999,0.000127855,9.84E-06,38.33,2.95,2.66,0.079,5080.95,46.92,-0.214,0.051
38990,227409227,21/03/2014,123.83748,14.746734,G5,-999,0.000274156,1.09E-05,82.19,3.26,2.307,0.022,4587.25,17.87,-0.601,0.01
51437,450416159,04/04/2016,267.2814978,7.4605464,gM3,10.50389957,-9.94E-05,6.64E-06,,,2.884,0.19,3480.12,79.3,,
34693,289902051,01/01/2015,83.818701,33.90039,G5,14.67660046,3.13E-05,1.12E-05,,,,,,,,
98942,480603046,10/11/2016,56.6140758,23.6934439,G8,13.2901001,1.52E-05,1.39E-05,4.56,4.18,4.539,0.044,5316.74,30.7,-0.409,0.027
44816,177706228,14/11/2013,63.748587,46.241827,F0,-999,-8.83E-05,1.04E-05,-26.47,3.11,4.184,0.032,6796.24,23.03,-0.005,0.019
8738,226801093,20/03/2014,156.807317,15.30678,G8,15.76819992,-0.00018085,8.49E-06,,,,,,,,
101861,287016056,27/12/2014,127.067079,30.9807508,G1,-999,3.88E-05,5.95E-05,11.62,17.83,4.185,0.419,5785.85,252.71,-0.581,0.274
3268,206013113,11/01/2014,99.988363,38.251119,F0,15.58810043,9.89E-05,1.83E-05,29.65,5.5,4.053,0.116,6447.51,71.14,-0.497,0.076
25761,269407132,20/11/2014,4.2922914,55.4927217,G7,15.16489983,-0.000234762,2.33E-05,-70.38,7,4.525,0.131,5304.84,81.67,0.121,0.086
37314,249810057,29/09/2014,54.020907,19.167972,G4,18.33510017,6.91E-06,4.65E-05,,,,,,,,
66796,361905223,25/09/2015,344.405465,49.395222,A2,18.16349983,-0.000268119,2.25E-05,-80.38,6.74,3.545,0.058,11676.3,42.79,0.715,0.033
78202,601715158,13/11/2017,130.144476,22.880226,G6,14.23910046,7.75E-05,1.32E-05,23.22,3.96,3.381,0.036,5151.39,26.46,-0.477,0.021
46370,457809103,12/05/2016,180.066794,4.721795,G8,-999,-1.29E-05,1.18E-05,-3.86,3.53,4.137,0.037,5665.18,25.84,0.036,0.022
92100,657615081,21/03/2018,242.403249,54.263807,F7,17.42410088,3.51E-05,1.05E-05,10.53,3.14,4.094,0.031,6092.08,22.15,-0.304,0.018
80378,700102077,11/12/2018,156.281777,7.818888,G3,18.60470009,0.000230293,1.11E-05,69.04,3.32,4.353,0.035,5598.65,24.86,-0.721,0.021
29580,105514246,09/01/2013,149.796323,18.786876,K5,-999,-1.47E-05,1.57E-05,-4.41,4.72,4.484,0.112,4470.49,67.58,0.233,0.073
101359,26814176,05/01/2012,197.1506054,-1.1210195,F2,15.8032999,-4.96E-05,9.52E-06,,,,,,,,
99105,166004130,17/10/2013,66.066771,33.605955,F4,-999,1.28E-05,1.85E-05,3.85,5.56,4.238,0.08,6529.9,53.52,-0.133,0.055
6989,274510232,02/12/2014,34.10941,45.623139,G5,-999,1.23E-06,8.84E-06,0.37,2.65,2.914,0.045,4859.92,28.46,-0.128,0.03
61674,679914231,11/10/2018,321.9927,12.259532,G8,18.51519966,4.90E-06,2.25E-05,1.47,6.76,3.66,0.115,4996.15,73.43,-0.319,0.077
54124,82504183,24/11/2012,6.520585,24.771933,G5,-999,-0.000122318,1.01E-05,-36.67,3.04,3.437,0.032,4689.74,22.18,0.2,0.02
76802,793614138,22/01/2020,126.1300373,46.2718085,K3,-999,-2.30E-05,1.11E-05,-6.91,3.33,4.68,0.09,4723.34,53.8,-0.084,0.059
39422,72316143,24/10/2012,349.348572,4.037088,G7,14.0600996,0.00220028,9.58E-05,,,,,,,,
70826,159809119,26/09/2013,16.382725,36.444598,G9,-999,-5.14E-05,1.67E-05,-15.41,5.01,4.584,0.103,4802.41,63.01,-0.332,0.067
47534,571416106,13/05/2017,274.100068,26.122119,A0,-999,-0.00026643,0.00010597,,,,,,,,
31468,648406221,18/02/2018,235.907153,10.070601,G3,-999,-0.00016786,7.39E-06,,,,,,,,
99674,263501096,09/11/2014,14.710693,31.905394,F9,14.16189957,-7.01E-05,1.06E-05,-21.03,3.18,4.136,0.032,5730.11,22.83,0.096,0.019
11624,258212112,02/11/2014,127.48832,35.19814,K1,13.5958004,-6.58E-05,1.67E-05,-19.74,5.01,4.415,0.053,5387.03,37.18,0.505,0.032
48943,167501027,21/10/2013,79.199453,38.873723,A7,-999,8.36E-05,2.27E-05,25.07,6.81,3.944,0.101,7236.09,66.6,-0.453,0.068
60654,250615009,05/10/2014,36.610922,51.726793,F5,-999,-0.000213148,1.04E-05,-63.9,3.13,3.982,0.033,6329.2,23.42,-0.037,0.02
61808,369509169,12/10/2015,70.098402,16.901219,F5,-999,-7.74E-05,1.69E-05,-23.21,5.06,3.837,0.084,6185.71,53.98,-0.445,0.056
102405,51816006,30/05/2012,248.085473,40.0888473,K1,13.68089962,-6.63E-05,2.47E-05,-19.88,7.39,3.856,0.157,4908.01,95.75,0.167,0.103
88811,396910021,29/12/2015,92.184381,11.938736,F9,-999,0.000129289,1.48E-05,38.76,4.43,4.102,0.046,5654.24,32.2,0.016,0.029
89451,205205024,09/01/2014,162.266063,-3.427646,G6,-999,6.22E-05,1.53E-05,18.64,4.58,4.238,0.031,5638.83,25.14,0.233,0.015
6960,361715248,25/09/2015,68.9767264,54.1635531,G5,-999,-0.000139396,2.51E-05,-41.79,7.53,2.722,0.056,5494.97,43.03,0.064,0.029
78851,181104093,20/11/2013,81.728152,-5.9193835,G2,-999,-0.000116414,1.39E-05,-34.9,4.18,4.155,0.036,5822.84,26.38,-0.293,0.02
60419,812406227,21/03/2020,133.2771854,11.3353684,G7,-999,-4.43E-05,1.54E-05,-13.28,4.61,4.039,0.031,5390.5,25.3,0.149,0.014
18062,195914226,21/12/2013,38.25474,42.073902,K1,15.40359974,-4.80E-06,2.15E-05,-1.44,6.44,4.771,0.098,5087.52,64.36,0.238,0.066
28561,218402055,17/02/2014,96.380242,18.604737,F0,17.17889977,0.00012689,1.40E-05,,,,,,,,
32778,194416027,19/12/2013,8.613037,25.854761,G5,13.2329998,1.17E-06,1.06E-05,0.35,3.17,2.63,0.021,4676.72,17.41,-0.059,0.01
63368,249916243,29/09/2014,348.98562,32.439668,G3,13.48970032,2.82E-06,4.49E-06,,,,,,,,
24509,436212163,07/03/2016,113.688106,-1.782635,A7,-999,0.000145567,4.17E-06,43.64,1.25,3.723,0.008,7705.36,6.87,-0.097,0.004
26104,474315153,01/11/2016,55.672242,25.689288,G6,-999,-0.000117448,2.15E-05,-35.21,6.46,3.411,0.143,5067.43,87.03,-0.612,0.094
52516,476506042,04/11/2016,0.8734146,39.261136,K7,-999,-1.79E-05,3.48E-05,,,,,,,,
65711,27710233,11/01/2012,185.2634742,27.3425625,F7,-999,-3.32E-05,2.72E-05,-9.96,8.16,4.296,0.148,6185.71,92.85,0.006,0.098
1201,501304165,27/12/2016,46.547369,17.9305225,G3,-999,0.000210145,2.72E-05,63,8.16,4.489,0.236,5672.42,139.81,-0.859,0.154
77732,82007107,23/11/2012,17.114977,37.265705,G4,-999,-0.000195035,1.46E-05,-58.47,4.38,4.192,0.046,5664.85,32.34,0.231,0.028
63828,506901059,02/01/2017,101.75575,25.39242,F9,17.33979988,8.83E-05,0.000117,,,,,,,,
